layer,submodule,params,sample_n,rmse_normal,rmse_laplace,rmse_logistic,mae_normal,mae_laplace,mae_logistic,best_family
9,gate_proj,67895296,1000000,0.04577447161262406,0.14816749366175422,0.04888311191053163,0.035283876758984395,0.11057793148062996,0.02533626101304143,Normal
9,up_proj,67895296,1000000,0.045327727950090844,0.14832194437038188,0.0481275665328136,0.03428899295940633,0.111320711178209,0.025942344317799643,Normal
9,down_proj,67895296,1000000,0.044414131631375385,0.15038853684950612,0.05178049082195595,0.03432742671056681,0.11153724538928636,0.02625535227686665,Normal
10,q,12845056,1000000,0.09557392175146807,0.09893629026966282,0.020799598958829425,0.06992639894455711,0.0755932201156795,0.014085663929221564,Logistic
10,k,1835008,1000000,0.08207060711693075,0.11945975008081171,0.04113064249629136,0.06267882855246464,0.08332109478513179,0.013496321186831556,Logistic
10,v,1835008,1000000,0.05193571604594334,0.14794294045084064,0.05251120642410551,0.03734166631163386,0.10831009136861343,0.02274067752884109,Normal
10,gate_proj,67895296,1000000,0.050594858680817874,0.1432302577927157,0.044276240051846424,0.03863337438040896,0.10712091592163692,0.022020238836579414,Logistic
10,up_proj,67895296,1000000,0.04428645766371149,0.14962911211246369,0.05010091748827021,0.034170503523795914,0.11164675387252943,0.026323200936356785,Normal
10,down_proj,67895296,1000000,0.04501256839558888,0.14970843359160357,0.0510238821141762,0.03481840132166478,0.11106357798640537,0.02589960510327012,Normal
11,q,12845056,1000000,0.10645359530776607,0.08826487922612175,0.026161023174134785,0.07783942034426247,0.06765022071975849,0.020434121339190453,Logistic
11,k,1835008,1000000,0.1163833819279579,0.08861720423384957,0.05068528914192153,0.09019476603919939,0.05610039739048333,0.03514867987834277,Logistic
11,v,1835008,1000000,0.04856134486815399,0.15174455438224813,0.0566756678117624,0.03593018454797065,0.1098942427756823,0.024496615498672946,Normal
11,gate_proj,67895296,1000000,0.045617839612313006,0.148009675591447,0.04788447235900216,0.034367966597922885,0.11122179259317186,0.025734130339743092,Normal
11,up_proj,67895296,1000000,0.058041367104436456,0.13564823646299176,0.03724948077521877,0.043771953872347835,0.10195326377801307,0.017160053807477833,Logistic
11,down_proj,67895296,1000000,0.04679685914840779,0.14788014259937246,0.0493782642047523,0.035979084888260696,0.10981384630244147,0.024555018202147658,Normal
12,q,12845056,1000000,0.10368622082015194,0.09169019032011375,0.02111549675826341,0.07308755093299751,0.0723687726957795,0.014705678947554937,Logistic
12,k,1835008,1000000,0.12463369117438801,0.08125025150791791,0.05501906699657247,0.09593659915641459,0.050283976623120626,0.03995176943300687,Logistic
12,v,1835008,1000000,0.04550555721867015,0.15458441867179265,0.05833189243375514,0.03316267069411054,0.11268140414439153,0.027177140786673184,Normal
12,gate_proj,67895296,1000000,0.06423346314290272,0.12982199468271122,0.034406898977388765,0.049576682867381094,0.09635575358392706,0.015565652968806819,Logistic
12,up_proj,67895296,1000000,0.06384104353416988,0.13015396648361752,0.0343032373580338,0.049079719627093024,0.09682121230455054,0.015598098396916659,Logistic
12,down_proj,67895296,1000000,0.060540341809410515,0.13441263554822358,0.03919738917966611,0.04694582106938065,0.09902524864114821,0.017068311805337886,Logistic
13,q,12845056,1000000,0.0885427375405144,0.10600553250297598,0.020905133803007438,0.06533423697302729,0.08014136642143273,0.011526428361983462,Logistic
13,k,1835008,1000000,0.10599427881696476,0.09740821569932478,0.043429443710332125,0.08025202771129683,0.06542170496696618,0.024667965755713027,Logistic
13,v,1835008,1000000,0.06380051080897482,0.1368880893551191,0.04717742337594273,0.04823679048003278,0.09763077912430408,0.01387092079298423,Logistic
13,gate_proj,67895296,1000000,0.0713351020221426,0.12254840419499018,0.028568946637930363,0.05446186438379069,0.09147230908131494,0.014130462716364844,Logistic
13,up_proj,67895296,1000000,0.05859641804328953,0.13551643991385992,0.03879371942421339,0.045453590817375086,0.10054193954592465,0.01805304256164402,Logistic
13,down_proj,67895296,1000000,0.053592171513394196,0.14107354499678082,0.043717829752972844,0.04119621781021501,0.10460038574162137,0.020053558282111448,Logistic
14,q,12845056,1000000,0.1338653340765158,0.06194203909072082,0.04955035550749121,0.09903888160220727,0.046388413568313774,0.040576806718027804,Logistic
14,k,1835008,1000000,0.176638446368765,0.05035387366622874,0.09976833457210492,0.13910897936830072,0.011415826643452106,0.08197506233724898,Laplace
14,v,1835008,1000000,0.07822167697216613,0.12259360831760462,0.03994392687147175,0.05879813717528476,0.08694652293832092,0.010299197160539815,Logistic
14,gate_proj,67895296,1000000,0.07637684356274536,0.11785682352212094,0.02746777988129498,0.05876692936634087,0.08717912394827092,0.01655778323290555,Logistic
14,up_proj,67895296,1000000,0.07797831931905935,0.11652199388283146,0.02835155099455422,0.06070156513154158,0.08549708888186297,0.015989704948239675,Logistic
14,down_proj,67895296,1000000,0.05682925884708266,0.1382609492285557,0.04266316551699954,0.044559307273149364,0.101424946319416,0.018808491550435597,Logistic
15,q,12845056,1000000,0.12855913413452333,0.06667308574001628,0.04473962218838208,0.09566552551351538,0.0498143861353671,0.03741480159068523,Logistic
15,k,1835008,1000000,0.1379022952538154,0.07027638315971652,0.06473286253880406,0.10685585803588857,0.039274119729226634,0.050281561813740175,Logistic
15,v,1835008,1000000,0.04390289822392086,0.15669319569283385,0.06095709104292506,0.03271569373805863,0.11329303484735666,0.02787815698593775,Normal
15,gate_proj,67895296,1000000,0.08090478724743241,0.11286750645109495,0.022701182456835674,0.06095950440324888,0.08479792645949996,0.012789212144886678,Logistic
15,up_proj,67895296,1000000,0.061793544176729664,0.13207150305810095,0.03517290118848709,0.047147632208054825,0.0986525284482059,0.01606043291246395,Logistic
15,down_proj,67895296,1000000,0.05742173403404313,0.13743960511097159,0.041269523915169117,0.04443337922308755,0.10146936455762957,0.018136939204347696,Logistic
16,q,12845056,1000000,0.11024362488292129,0.08504634684749603,0.026352817529183656,0.07844162949810733,0.06697997057013114,0.020009416891206836,Logistic
16,k,1835008,1000000,0.12822619925301534,0.07883096410209517,0.058402812259608604,0.09952984091515635,0.04699239453414962,0.04360064124324297,Logistic
16,v,1835008,1000000,0.046842681951565,0.15323629967772884,0.05768403964995619,0.03466369519422187,0.1112134264076463,0.025832085884295333,Normal
16,gate_proj,67895296,1000000,0.07040794013833826,0.12316038390191116,0.0264539604094331,0.05231436404560247,0.09333935708698733,0.012181468209503747,Logistic
16,up_proj,67895296,1000000,0.05527691257327339,0.1385357464092137,0.0401935864992645,0.04205695300432565,0.10374320626365491,0.01899992333215403,Logistic
16,down_proj,67895296,1000000,0.051194376347707335,0.14342125618591303,0.045463577140735505,0.039224818818392494,0.10658744203048014,0.021551154118162896,Logistic
17,q,12845056,1000000,0.13308369970336562,0.06244561940548518,0.047717313621901875,0.09717562871411203,0.048237721304614595,0.0386505817327976,Logistic
17,k,1835008,1000000,0.12221078470603196,0.08273839575568553,0.05246348575541423,0.09353981353618405,0.052376972715636655,0.037348468183398174,Logistic
17,v,1835008,1000000,0.062492598097462694,0.13862149730249546,0.04981065692175741,0.048552701903960785,0.09769163985877202,0.016175366163827913,Logistic
17,gate_proj,67895296,1000000,0.06709889165546785,0.12646716435087513,0.028615724087739162,0.04947110940182053,0.09611844752395819,0.013476465888820547,Logistic
17,up_proj,67895296,1000000,0.0642442659397594,0.12947169575534234,0.03247400509777101,0.04855723298387875,0.09724100286626636,0.014495660603325038,Logistic
17,down_proj,67895296,1000000,0.05418118977895931,0.14047883280813223,0.04313057238082414,0.04158081689801551,0.10429795287063715,0.01970557424301907,Logistic
18,q,12845056,1000000,0.11106944681772918,0.08362402702644368,0.030191707020681805,0.08210221607389254,0.0634151202330529,0.02466366937714183,Logistic
18,k,1835008,1000000,0.09593725068336754,0.10564994067525166,0.038346475514786184,0.07183023263854282,0.07381568193401089,0.017050334767316207,Logistic
18,v,1835008,1000000,0.06270953781934864,0.13754822905125655,0.04606858919379161,0.04589327361063257,0.09977419756223069,0.014691764822007578,Logistic
18,gate_proj,67895296,1000000,0.0795068917217662,0.11422642795379628,0.022349578405906838,0.059523805547534774,0.08626305778086575,0.013417413558269376,Logistic
18,up_proj,67895296,1000000,0.06328012578981715,0.13049316809959666,0.033394687292582735,0.047808373735276494,0.0979162501313934,0.015400827711871193,Logistic
18,down_proj,67895296,1000000,0.05512408954783094,0.13974513095060273,0.04315646566136278,0.042741128815163676,0.10317805202592178,0.019525405180177313,Logistic
19,q,12845056,1000000,0.09621029961669506,0.09841211608962006,0.021666954175318963,0.07064521274417013,0.07486243519419415,0.014375990278492883,Logistic
19,k,1835008,1000000,0.12765360930228267,0.07781672733029563,0.055253706908607036,0.09688860261274455,0.04885902693949292,0.04009587539153502,Logistic
19,v,1835008,1000000,0.05905088750063863,0.14116872468240332,0.049444775328744285,0.04464947789800614,0.10122507433857023,0.016893559056023202,Logistic
19,gate_proj,67895296,1000000,0.07466654727626805,0.11905716777174602,0.023696161739665485,0.05512347010341048,0.09046203843752582,0.013707266895243299,Logistic
19,up_proj,67895296,1000000,0.052647106059270296,0.14115408068133276,0.0423227913247458,0.04003807218587513,0.10569645358195841,0.020708627621806305,Logistic
19,down_proj,67895296,1000000,0.04950516802245033,0.14520695588494062,0.04720309467117778,0.03817264218851361,0.10770177857307073,0.022794025613922728,Logistic
20,q,12845056,1000000,0.08590705469556562,0.10868571819972339,0.01761574307679233,0.061385061823739,0.08403329743779159,0.006918226080428949,Logistic
20,k,1835008,1000000,0.09353525566454009,0.10864704498647272,0.0400401937426172,0.07103478111406587,0.0748746662223571,0.017094363308085097,Logistic
20,v,1835008,1000000,0.0617987963817944,0.13865032680043526,0.04827718937307003,0.046944826771915714,0.09895603391008778,0.015331114942651948,Logistic
20,gate_proj,67895296,1000000,0.07218312408852595,0.12197615909249736,0.029112499898562638,0.055399375275595214,0.09044726028504359,0.01680575074634678,Logistic
20,up_proj,67895296,1000000,0.05494734486561949,0.13983381394788072,0.043653037536736355,0.04344279143570334,0.10269610689472931,0.021773782667337926,Logistic
20,down_proj,67895296,1000000,0.05615099064537875,0.14011385895198872,0.0464040633559511,0.045398415327945356,0.10097084316077888,0.021449561352070608,Logistic
21,q,12845056,1000000,0.1052295795094871,0.08957268537241032,0.022746637904453453,0.07527228735380752,0.07014325466013467,0.017364147934262827,Logistic
21,k,1835008,1000000,0.09741512219717664,0.10450364358709822,0.03930645264581091,0.07328488466424893,0.07247819307787894,0.018541008396341138,Logistic
21,v,1835008,1000000,0.07171498090963481,0.1291673951867026,0.04343751655645158,0.054550421436206004,0.0914082071144187,0.011509554126641107,Logistic
21,gate_proj,67895296,1000000,0.06526747232181876,0.1293590586121528,0.03542251847059285,0.05094286559082131,0.09504326747129199,0.019343035648188064,Logistic
21,up_proj,67895296,1000000,0.045833890167062304,0.14892459535762784,0.051208800918724075,0.03660338332416818,0.10944102020597032,0.024848691527614753,Normal
21,down_proj,67895296,1000000,0.04528988089147281,0.1505690580931217,0.053756745810996244,0.03656434799550671,0.1096704927976076,0.025530562149102355,Normal
22,q,12845056,1000000,0.1155262747831299,0.07964938160731956,0.0333850445718305,0.08479191448432147,0.060659199199718676,0.026794266435733984,Logistic
22,k,1835008,1000000,0.13154338314628253,0.07504085116676815,0.05870365195784162,0.10026475710072827,0.04564107359904018,0.04355733585449161,Logistic
22,v,1835008,1000000,0.08390309178817933,0.11836711503110864,0.04278783405693699,0.06530198059280456,0.08106149361281714,0.016142670322670288,Logistic
22,gate_proj,67895296,1000000,0.05090021012467614,0.14372257255173712,0.04627079682330174,0.040046552811515215,0.10582267337984337,0.023603222448559082,Logistic
22,up_proj,67895296,1000000,0.04452709928856351,0.1505583671766281,0.05297892696038623,0.03599330153716149,0.11031422135944029,0.026260532712293744,Normal
22,down_proj,67895296,1000000,0.044380890394838765,0.15164267675397752,0.05479306941984223,0.036033084342197874,0.11031422419305043,0.02640172094892063,Normal
23,q,12845056,1000000,0.074778692717905,0.11965825010889747,0.025772458956178246,0.055135621583413334,0.09040274280192309,0.009290905252130525,Logistic
23,k,1835008,1000000,0.09898915372779073,0.10344462344670009,0.03988487644260155,0.07404415986941082,0.07160937798529377,0.018870293841100373,Logistic
23,v,1835008,1000000,0.09315840041966351,0.10922494736004244,0.04057350874435134,0.07109531934725848,0.07470815521013228,0.0171417990023418,Logistic
23,gate_proj,67895296,1000000,0.041046365793085564,0.1534802279624583,0.054661426017032375,0.03263795879271298,0.11334162343413355,0.028133831741233233,Normal
23,up_proj,67895296,1000000,0.032750983649070795,0.1611861860276959,0.0606314606835709,0.025488956460697987,0.12037432511096628,0.03481231990025132,Normal
23,down_proj,67895296,1000000,0.031302913892684615,0.16400253763216227,0.06442233126969125,0.02514333344765395,0.12094650824746259,0.03555550360975789,Normal
24,q,12845056,1000000,0.08162612004117259,0.11292972602080381,0.024716496558242006,0.061415181916233665,0.08427296170793686,0.01286975241477335,Logistic
24,k,1835008,1000000,0.11571108853023851,0.09055038238473953,0.0528249346596636,0.09132863713049402,0.05591946245432448,0.03727891638096515,Logistic
24,v,1835008,1000000,0.055159570932807295,0.14598136230235362,0.05421475164334689,0.043133348448883266,0.10291618735009511,0.021415545331253182,Logistic
24,gate_proj,67895296,1000000,0.038103869690773055,0.1562208229877174,0.05681145403878621,0.030267863912205758,0.11574385842961259,0.030434685630402625,Normal
24,up_proj,67895296,1000000,0.03489721214041337,0.15936152861448616,0.05952016044785342,0.027606145801733463,0.11832734553079842,0.03288691974440986,Normal
24,down_proj,67895296,1000000,0.031100656686747264,0.1641473805473463,0.06449653909037346,0.024793887218004924,0.12117192275346673,0.035636002604615476,Normal
25,q,12845056,1000000,0.0795585171889863,0.11489829070973591,0.02343056744318375,0.05871275466295029,0.08682166980750056,0.009749566486351125,Logistic
25,k,1835008,1000000,0.1445447099140173,0.06681252405049672,0.07046544369518057,0.11145499132462017,0.035191688230102124,0.05445235102976581,Laplace
25,v,1835008,1000000,0.07668006994074587,0.12492561573007747,0.04310118268592926,0.05968598744309476,0.0862268022097002,0.014134668308863285,Logistic
25,gate_proj,67895296,1000000,0.07032030252040908,0.12583083915823795,0.03767687057880219,0.056714914009720355,0.09023295799576217,0.020066065224235805,Logistic
25,up_proj,67895296,1000000,0.05581566633966344,0.13905487873129183,0.04352534773979785,0.044451583109061145,0.10192968145749606,0.01962885097063324,Logistic
25,down_proj,67895296,1000000,0.03390396042389415,0.16145685809708676,0.06226590099185741,0.027085244412902835,0.11902253966535366,0.033599838549931975,Normal
26,q,12845056,1000000,0.12145386659826077,0.07374132212766667,0.03812315463616229,0.08945276039350668,0.05596416515615902,0.03107941929200474,Logistic
26,k,1835008,1000000,0.15079698459656932,0.060952359093632696,0.07534905074623273,0.11689030678000903,0.030048670487934817,0.05996693492617027,Laplace
26,v,1835008,1000000,0.10032383473159416,0.10197061205423825,0.03644766189911124,0.07256304933131323,0.0730027600654837,0.01529943307140873,Logistic
26,gate_proj,67895296,1000000,0.06343422963635258,0.1309879765811253,0.036455815912456224,0.04957036611280927,0.09661206578424864,0.016135283229659826,Logistic
26,up_proj,67895296,1000000,0.10508413795455615,0.08863051409985032,0.0243460830077623,0.07773529314021241,0.06786539362514021,0.020937492695596655,Logistic
26,down_proj,67895296,1000000,0.03271413924376877,0.16228599381317188,0.06251733602410796,0.025856645814926204,0.12005574970841375,0.034548135350064665,Normal
27,q,12845056,1000000,0.1259172071822609,0.06957862394587637,0.04168515413261115,0.09266260572815026,0.05279047813853681,0.034029414180815294,Logistic
27,k,1835008,1000000,0.16271417396499074,0.054561442010222616,0.08248430137266408,0.11955056269515921,0.02788606916708736,0.06114755731720608,Laplace
27,v,1835008,1000000,0.033213045998839494,0.16847455831916233,0.07117077721648939,0.024740344085453562,0.12150287682776502,0.03593251854058352,Normal
27,gate_proj,67895296,1000000,0.03827280746402262,0.15560905237671455,0.055466605725572306,0.029710280749999176,0.11606133490383695,0.030628885030253822,Normal
27,up_proj,67895296,1000000,0.03757524494630716,0.15595483199955434,0.05469183213203989,0.02780480617209697,0.11780447357085526,0.03215009337223778,Normal
27,down_proj,67895296,1000000,0.05513072382719536,0.14295440126497774,0.050892918582309016,0.04600402777323271,0.10104026982960317,0.025868037271710224,Logistic
